2;Art Pepper;Blues for Blanche;as;Cool;1979;199.8;666
3;Art Pepper;Desafinado;as;Cool;1979;140.6;373
4;Art Pepper;In A Mellow Tone;cl;Cool;1979;167.7;565
5;Art Pepper;Stardust;as;Cool;1979;60.9;591
8;Benny Carter;It’s a Wonderful World;as;Swing;1986;124.0;429
9;Benny Carter;It’s a Wonderful World (2);as;Swing;1986;127.2;249
10;Benny Carter;Long Ago And Far Away;as;Swing;1952;185.4;231
11;Benny Carter;Sweet Lorraine;as;Swing;1986;91.8;364
13;Benny Goodman;Handful of Keys;cl;Swing;1937;303.5;88
14;Benny Goodman;Nobody’s Sweetheart;cl;Swing;1936;310.1;199
15;Benny Goodman;Runnin’ Wild;cl;Swing;1937;284.8;162
16;Benny Goodman;Tiger Rag;cl;Swing;1936;268.5;180
20;Ben Webster;Did You Call Her Today;ts;Swing;1962;118.3;434
21;Ben Webster;My Ideal;ts;Swing;1956;74.1;308
22;Ben Webster;Night And Day;ts;Swing;1956;181.8;375
23;Ben Webster;Where or When;ts;Swing;1956;82.0;268
29;Bob Berg;Blues For Bela;ts;Postbop;1993;250.7;533
30;Bob Berg;I Didn't Know What Time It Was;ts;Postbop;1979;127.2;908
31;Bob Berg;Nature of the Beast;ts;Postbop;1993;131.8;964
32;Bob Berg;No Moe;ts;Postbop;1993;160.6;634
38;Cannonball Adderley;So What;as;Hardbop;1959;142.6;445
39;Cannonball Adderley;Star Eyes;as;Hardbop;1961;194.3;450
40;Cannonball Adderley;This Here;as;Hardbop;1959;175.1;827
41;Cannonball Adderley;Work Song;as;Hardbop;1960;156.5;371
44;Charlie Parker;Ornithology (1946);as;Bebop;1946;220.3;195
45;Charlie Parker;Scrapple From The Apple;as;Bebop;1947;197.3;270
46;Charlie Parker;Thriving On A Riff;as;Bebop;1945;226.3;357
47;Charlie Parker;Yardbird Suite;as;Bebop;1946;210.5;193
51;Chet Baker;Let’s Get Lost;tp;Cool;1955;157.5;130
52;Chet Baker;Long Ago And Far Away;tp;Cool;1955;178.1;171
53;Chet Baker;Two’s Blues;tp;Cool;1975;201.7;173
54;Chet Baker;You’d Be So Nice to Come Home To;tp;Cool;1975;225.7;311
59;Clifford Brown;Jordu;tp;Hardbop;1954;139.7;552
60;Clifford Brown;Joy Spring;tp;Hardbop;1945;161.2;455
61;Clifford Brown;Sandu;tp;Hardbop;1955;140.1;201
62;Clifford Brown;Stompin’ At The Savoy;tp;Hardbop;1954;163.9;410
65;Coleman Hawkins;My Blue Heaven;ts;Swing;1950;132.1;211
66;Coleman Hawkins;Perdido;ts;Swing;1950;177.5;468
67;Coleman Hawkins;Sophisticated Lady;ts;Swing;1949;67.4;696
68;Coleman Hawkins;Stompin’ At The Savoy;ts;Swing;1954;250.0;346
72;David Liebman;Pablo’s Story;ss;Postbop;1988;144.1;712
73;David Liebman;Pendulum;ss;Postbop;1988;258.8;677
74;David Liebman;Softly As In A Morning Sunrise;ss;Postbop;1988;260.8;1098
75;David Liebman;There Will Never Be Another You;ts;Postbop;1996;151.0;799
78;David Murray;Blues For Two (2);ts;Postbop;1990;63.3;124
79;David Murray;Body And Soul;ts;Postbop;1983;66.0;564
80;David Murray;Body And Soul (2);ts;Postbop;1983;66.1;146
81;David Murray;Chelsea Bridge;ts;Postbop;1990;53.3;564
83;Dexter Gordon;Montmartre;ts;Swing;1969;203.7;680
84;Dexter Gordon;Society Red;ts;Bebop;1961;113.6;1065
85;Dexter Gordon;Stanley The Steamer;ts;Bebop;1969;180.9;778
86;Dexter Gordon;The Rainbow People;ts;Bebop;1969;119.9;719
91;Dizzy Gillespie;Be-Bop;tp;Bebop;1945;290.5;536
92;Dizzy Gillespie;Cognac Blues;tp;Bebop;1952;113.4;150
93;Dizzy Gillespie;Groovin’ High;tp;Bebop;1945;182.3;442
94;Dizzy Gillespie;Hot House;tp;Bebop;1945;171.1;217
96;Don Byas;Body And Soul;ts;Swing;1947;98.9;723
97;Don Byas;Cognac Blues;ts;Swing;1952;116.0;193
98;Don Byas;Harvard Blues;ts;Swing;1945;98.9;78
99;Don Byas;Harvard Blues (2);ts;Swing;1945;99.0;127
113;Freddie Hubbard;Down Under;tp;Hardbop;1961;145.8;114
114;Freddie Hubbard;Maiden Voyage;tp;Postbop;1965;127.4;552
115;Freddie Hubbard;Society Red;tp;Postbop;1961;113.9;448
116;Freddie Hubbard;Speak No Evil;tp;Postbop;1964;143.2;251
127;J.J. Johnson;Blues In The Closet;tb;Bebop;1957;234.7;812
128;J.J. Johnson;Crazy Rhythm;tb;Bebop;1957;277.2;611
129;J.J. Johnson;Elora;tb;Bebop;1949;196.7;143
130;J.J. Johnson;Yesterdays;tb;Bebop;1957;125.5;489
133;Joe Henderson;Johnny Come Lately;ts;Postbop;1991;248.4;607
134;Joe Henderson;Punjab;ts;Postbop;1964;160.3;722
135;Joe Henderson;Serenity;ts;Postbop;1964;157.5;534
136;Joe Henderson;U.M.M.G.;ts;Postbop;1991;219.9;329
139;Joe Lovano;Central Park West;ts;Postbop;1991;63.2;712
140;Joe Lovano;I Can’t Get Started;ts-c;Postbop;1994;107.0;924
141;Joe Lovano;Lonnie’s Lament;ts;Postbop;1994;200.8;863
142;Joe Lovano;Work;ss;Postbop;1991;209.6;602
145;John Coltrane;Blue Train;ts;Hardbop;1957;140.8;971
146;John Coltrane;Countdown;ts;Hardbop;1959;344.0;875
147;John Coltrane;Giant Steps;ts;Hardbop;1959;290.3;1172
150;John Coltrane;Impressions (1963);ts;Postbop;1963;279.5;1954
159;Joshua Redman;Home Fries;ts;Postbop;1996;181.2;573
160;Joshua Redman;I Got You;ts;Postbop;1992;145.2;309
161;Joshua Redman;Sweet Sorrow;ts;Postbop;1994;53.2;502
162;Joshua Redman;Tears in Heaven;ts;Postbop;1993;84.1;405
165;Kenny Dorham;Doodlin’;tp;Hardbop;1954;121.3;230
166;Kenny Dorham;In ‘N Out;tp;Postbop;1964;294.2;598
167;Kenny Dorham;Lady Bird;tp;Hardbop;1955;211.9;483
168;Kenny Dorham;Punjab;tp;Postbop;1964;154.6;497
177;Lee Konitz;Bop Goes To Leesel;as;Cool;1954;229.0;420
178;Lee Konitz;Crosscurrent;as;Cool;1949;256.4;205
179;Lee Konitz;I’ll Remember April;as;Cool;1954;210.8;831
180;Lee Konitz;Wow;as;Cool;1949;173.5;119
183;Lester Young;Body And Soul;ts;Swing;1942;78.6;238
184;Lester Young;D.B. Blues;ts;Swing;1945;151.0;235
185;Lester Young;Destination K.C.;ts;Swing;1944;245.0;257
187;Lester Young;Lester Leaps In;ts;Swing;1939;250.2;299
192;Louis Armstrong;Cornet Chop Suey;cor;Traditional;1926;193.0;92
193;Louis Armstrong;Gut Bucket Blues;cor;Traditional;1925;146.4;48
194;Louis Armstrong;Muskrat Ramble;cor;Traditional;1926;183.1;81
195;Louis Armstrong;Once In A While;cor;Traditional;1927;197.4;193
198;Michael Brecker;Midnight Voyage;ts;Postbop;1996;125.6;589
199;Michael Brecker;Never Alone;ts;Postbop;1990;48.6;324
200;Michael Brecker;Nothing Personal;ts;Postbop;1987;243.8;682
201;Michael Brecker;Peep;ts;Postbop;1990;321.1;1010
205;Miles Davis;Eighty-One;tp;Postbop;1964;138.7;373
206;Miles Davis;Oleo;tp;Hardbop;1956;270.9;223
208;Miles Davis;So What;tp;Postbop;1959;138.6;221
209;Miles Davis;Vierd Blues;tp;Hardbop;1956;115.7;153
216;Ornette Coleman;Chronology;as;Free;1959;235.8;668
217;Ornette Coleman;Congeniality;as;Free;1959;232.8;677
218;Ornette Coleman;Peace;as;Free;1959;126.2;430
219;Ornette Coleman;Ramblin’;as;Free;1959;200.5;497
224;Paul Desmond;Alone Together;as;Cool;1963;199.9;577
225;Paul Desmond;Blue Rondo a la Turk;as;Cool;1959;116.0;332
226;Paul Desmond;Bossa Antigua;as;Cool;1964;191.2;253
228;Paul Desmond;Samba Cantina (2);as;Cool;1964;152.6;123
232;Roy Eldridge;King David;tp;Swing;1950;149.8;115
233;Roy Eldridge;St. Louis Blues;tp;Swing;1944;361.8;282
234;Roy Eldridge;The Gasser;tp;Swing;1943;230.7;410
236;Roy Eldridge;Undecided;tp;Swing;1950;243.3;322
241;Sonny Rollins;Blue Seven;ts;Hardbop;1956;134.9;353
248;Sonny Rollins;Tenor Madness;ts;Hardbop;1956;176.2;507
250;Sonny Rollins;The Everywhere Calypso (2);ts;Postbop;1972;197.2;972
251;Sonny Rollins;Vierd Blues;ts;Hardbop;1956;115.2;433
257;Stan Getz;Body And Soul;ts;Cool;1964;64.3;571
258;Stan Getz;Crazy Rhythm;ts;Cool;1957;288.1;1233
259;Stan Getz;I’m Glad There Is You;ts;Cool;1957;66.9;187
261;Stan Getz;The Girl From Ipanema;ts;Cool;1963;131.6;182
264;Steve Coleman;Pass it on;as;Postbop;1991;105.2;325
265;Steve Coleman;Processional;ts;Postbop;1989;104.1;477
267;Steve Coleman;Take The Coltrane;as;Postbop;1988;239.8;1004
268;Steve Coleman;The Oracle;as;Postbop;1989;97.7;551
270;Steve Lacy;Ask me now;ss;Hardbop;1958;85.5;188
271;Steve Lacy;Easy To Love;ss;Hardbop;1957;166.4;693
272;Steve Lacy;Let’s Cool One;ss;Hardbop;1961;132.2;352
273;Steve Lacy;Work;ss;Hardbop;1957;166.0;308
283;Wayne Shorter;E.S.P.;ts;Postbop;1964;284.6;360
285;Wayne Shorter;Infant Eyes;ts;Postbop;1964;51.3;157
287;Wayne Shorter;Maiden Voyage;ts;Postbop;1965;126.4;224
289;Wayne Shorter;Speak No Evil;ts;Postbop;1964;142.4;491
291;Woody Shaw;If I Were A Bell;tp;Postbop;1987;251.1;305
