0, 0, Header, 1, 1, 192
1, 0, Start_track
1, 0, Title_t, "Melody"
1, 0, Tempo, 405405
1, 0, Key_signature, 0, "major"
1, 0, Time_signature, 4, 2, 24, 8
1, 672, Note_on_c, 0, 50, 100
1, 768, Note_off_c, 0, 50, 100
1, 768, Note_on_c, 0, 52, 100
1, 864, Note_off_c, 0, 52, 100
1, 864, Note_on_c, 0, 55, 100
1, 960, Note_off_c, 0, 55, 100
1, 960, Note_on_c, 0, 57, 100
1, 1056, Note_off_c, 0, 57, 100
1, 1056, Note_on_c, 0, 60, 100
1, 1248, Note_off_c, 0, 60, 100
1, 1728, Note_on_c, 0, 62, 100
1, 1766, Note_off_c, 0, 62, 100
1, 1766, Note_on_c, 0, 64, 100
1, 1842, Note_off_c, 0, 64, 100
1, 1842, Note_on_c, 0, 63, 100
1, 1880, Note_off_c, 0, 63, 100
1, 1880, Note_on_c, 0, 64, 100
1, 2014, Note_off_c, 0, 64, 100
1, 2014, Note_on_c, 0, 60, 100
1, 2110, Note_off_c, 0, 60, 100
1, 2110, Note_on_c, 0, 57, 100
1, 2206, Note_off_c, 0, 57, 100
1, 2206, Note_on_c, 0, 51, 100
1, 2302, Note_off_c, 0, 51, 100
1, 2302, Note_on_c, 0, 52, 100
1, 2398, Note_off_c, 0, 52, 100
1, 3646, Note_on_c, 0, 63, 100
1, 3684, Note_off_c, 0, 63, 100
1, 3684, Note_on_c, 0, 64, 100
1, 3760, Note_off_c, 0, 64, 100
1, 3760, Note_on_c, 0, 63, 100
1, 3798, Note_off_c, 0, 63, 100
1, 3798, Note_on_c, 0, 64, 100
1, 3932, Note_off_c, 0, 64, 100
1, 3932, Note_on_c, 0, 64, 100
1, 4124, Note_off_c, 0, 64, 100
1, 4124, Note_on_c, 0, 64, 100
1, 4220, Note_off_c, 0, 64, 100
1, 4604, Note_on_c, 0, 63, 100
1, 4642, Note_off_c, 0, 63, 100
1, 4642, Note_on_c, 0, 64, 100
1, 4718, Note_off_c, 0, 64, 100
1, 4718, Note_on_c, 0, 63, 100
1, 4756, Note_off_c, 0, 63, 100
1, 4756, Note_on_c, 0, 64, 100
1, 4890, Note_off_c, 0, 64, 100
1, 4890, Note_on_c, 0, 64, 100
1, 5082, Note_off_c, 0, 64, 100
1, 5082, Note_on_c, 0, 60, 100
1, 5130, Note_off_c, 0, 60, 100
1, 5130, Note_on_c, 0, 57, 100
1, 5274, Note_off_c, 0, 57, 100
1, 5274, Note_on_c, 0, 51, 100
1, 5370, Note_off_c, 0, 51, 100
1, 5370, Note_on_c, 0, 52, 100
1, 5466, Note_off_c, 0, 52, 100
1, 6618, Note_on_c, 0, 60, 100
1, 6714, Note_off_c, 0, 60, 100
1, 6714, Note_on_c, 0, 62, 100
1, 6858, Note_off_c, 0, 62, 100
1, 6858, Note_on_c, 0, 62, 100
1, 7098, Note_off_c, 0, 62, 100
1, 7098, Note_on_c, 0, 59, 100
1, 7194, Note_off_c, 0, 59, 100
1, 7194, Note_on_c, 0, 58, 100
1, 7242, Note_off_c, 0, 58, 100
1, 7242, Note_on_c, 0, 59, 100
1, 7290, Note_off_c, 0, 59, 100
1, 7290, Note_on_c, 0, 55, 100
1, 7386, Note_off_c, 0, 55, 100
1, 7626, Note_on_c, 0, 60, 100
1, 7818, Note_off_c, 0, 60, 100
1, 7818, Note_on_c, 0, 58, 100
1, 7962, Note_off_c, 0, 58, 100
1, 7962, Note_on_c, 0, 57, 100
1, 8058, Note_off_c, 0, 57, 100
1, 8058, Note_on_c, 0, 55, 100
1, 8202, Note_off_c, 0, 55, 100
1, 8202, Note_on_c, 0, 50, 100
1, 8346, Note_off_c, 0, 50, 100
1, 8346, Note_on_c, 0, 52, 100
1, 8442, Note_off_c, 0, 52, 100
1, 8442, Note_on_c, 0, 48, 100
1, 8501, Note_off_c, 0, 48, 100
1, 8501, End_track
0, 0, End_of_file
